"cntry_key","sector","year","jobs"
"ARG","tour",1995,896500
"ARG","tour",1996,901900
"ARG","tour",1997,1022700
"ARG","tour",1998,1053100
"ARG","tour",1999,1079100
"ARG","tour",2000,1068100
"ARG","tour",2001,1052400
"ARG","tour",2002,1376200
"ARG","tour",2003,1250700
"ARG","tour",2004,1487800
"ARG","tour",2005,1785000
"ARG","tour",2006,1892100
"ARG","tour",2007,1955400
"ARG","tour",2008,1807500
"ARG","tour",2009,1716900
"ARG","tour",2010,1692000
"ARG","tour",2011,1656300
"ARG","tour",2012,1677100
"ARG","tour",2013,1685300
"Aruba","aq",2005,10
"Aruba","aq",2006,10
"Aruba","aq",2007,1
"Aruba","aq",2008,1
"Aruba","aq",2009,3
"Aruba","aq",2010,3
"Aruba","aq",2011,2
"Aruba","aq",2012,0
"Aruba","cf",2005,208.5
"Aruba","cf",2006,208.5
"Aruba","cf",2007,214
"Aruba","cf",2008,221
"Aruba","cf",2009,236
"Aruba","cf",2010,246.2
"Aruba","cf",2011,256.4
"Aruba","cf",2012,344.2
"Aruba","mmw",1991,0
"Aruba","mmw",1994,0
"Aruba","mmw",1998,0
"Aruba","mmw",2008,0
"Aruba","tour",1988,16400
"Aruba","tour",1989,16400
"Aruba","tour",1990,16000
"Aruba","tour",1991,16100
"Aruba","tour",1992,18600
"Aruba","tour",1993,17900
"Aruba","tour",1994,16400
"Aruba","tour",1995,19100
"Aruba","tour",1996,24500
"Aruba","tour",1997,25900
"Aruba","tour",1998,27500
"Aruba","tour",1999,26600
"Aruba","tour",2000,24600
"Aruba","tour",2001,23500
"Aruba","tour",2002,24400
"Aruba","tour",2003,22700
"Aruba","tour",2004,26800
"Aruba","tour",2005,28500
"Aruba","tour",2006,28900
"Aruba","tour",2007,31100
"Aruba","tour",2008,33200
"Aruba","tour",2009,35300
"Aruba","tour",2010,38500
"Aruba","tour",2011,35400
"Aruba","tour",2012,41500
"Aruba","tour",2013,42300
"ASM","aq",2005,0.75
"ASM","aq",2006,0
"ASM","aq",2007,0
"ASM","aq",2008,0
"ASM","aq",2009,0
"ASM","aq",2010,0.75
"ASM","aq",2011,0
"ASM","aq",2012,0
"ASM","cf",1970,35.595
"ASM","cf",1971,35.595
"ASM","cf",1972,35.595
"ASM","cf",1973,35.595
"ASM","cf",1974,35.595
"ASM","cf",1975,35.595
"ASM","cf",1976,24.6792
"ASM","cf",1977,42.714
"ASM","cf",1978,36.386
"ASM","cf",1979,57.743
"ASM","cf",1980,59.325
"ASM","cf",1981,72.772
"ASM","cf",1982,75.145
"ASM","cf",1983,147.126
"ASM","cf",1984,147.126
"ASM","cf",1985,147.126
"ASM","cf",1986,147.126
"ASM","cf",1987,147.126
"ASM","cf",1988,87.6428
"ASM","cf",1989,53.5507
"ASM","cf",1990,71.5855
"ASM","cf",1991,74.0376
"ASM","cf",1992,74.0376
"ASM","cf",1993,74.0376
"ASM","cf",1994,124.5034
"ASM","cf",1995,107.576
"ASM","cf",1996,97.3721
"ASM","cf",1997,97.3721
"ASM","cf",1998,97.3721
"ASM","cf",1999,97.3721
"ASM","cf",2000,97.3721
"ASM","cf",2001,97.3721
"ASM","cf",2002,97.3721
"ASM","cf",2003,97.3721
"ASM","cf",2004,97.3721
"ASM","cf",2005,64.7
"ASM","cf",2006,0
"ASM","cf",2007,0
"ASM","cf",2008,0
"ASM","cf",2009,0
"ASM","cf",2010,64.7
"ASM","cf",2011,0
"ASM","cf",2012,0
"ASM","mar",1996,1.045911978284
"ASM","mar",1997,1.045911978284
"ASM","mar",1998,1.045911978284
"ASM","mar",1999,1.045911978284
"ASM","mar",2000,1.136927561326
"ASM","mar",2001,1.136927561326
"ASM","mar",2002,1.136927561326
"ASM","mar",2003,1.136927561326
"ASM","mar",2004,1.136927561326
"ASM","mmw",1991,0
"ASM","mmw",1994,0
"ASM","mmw",1998,0
"ASM","mmw",2005,0
"ASM","mmw",2008,0
"ATA","mmw",1991,2
"ATA","mmw",1994,4
"ATA","mmw",1998,5
"ATA","mmw",2008,84
"ATG","aq",2005,0.75
"ATG","aq",2006,0.75
"ATG","aq",2007,0.75
"ATG","aq",2008,0.75
"ATG","aq",2009,0.75
"ATG","aq",2010,0.75
"ATG","aq",2011,0.75
"ATG","aq",2012,0
"ATG","cf",1970,933.38
"ATG","cf",1971,1534.54
"ATG","cf",1972,1613.2445
"ATG","cf",1973,1736.245
"ATG","cf",1974,1874.67
"ATG","cf",1975,1708.56
"ATG","cf",1976,1787.66
"ATG","cf",1980,1400.07
"ATG","cf",1982,1400.07
"ATG","cf",1990,340.13
"ATG","cf",1992,423.8969
"ATG","cf",1995,435.05
"ATG","cf",1996,419.23
"ATG","cf",1997,602.5047
"ATG","cf",1998,767.3491
"ATG","cf",1999,885.92
"ATG","cf",2000,912.7349
"ATG","cf",2001,998.9539
"ATG","cf",2002,1015.0903
"ATG","cf",2003,1060.3355
"ATG","cf",2004,1087.7041
"ATG","cf",2005,839.6
"ATG","cf",2006,912.45
"ATG","cf",2007,947.2
"ATG","cf",2008,1001.5
"ATG","cf",2009,1071.35
"ATG","cf",2010,1133.2
"ATG","cf",2011,1173.4
"ATG","cf",2012,0
"ATG","mar",1997,0.183718963015
"ATG","mar",1998,0.183718963015
"ATG","mar",1999,0.183718963015
"ATG","mar",2000,0.217298215539
"ATG","mar",2001,0.217298215539
"ATG","mar",2002,0.217298215539
"ATG","mar",2003,0.543245535888
"ATG","mar",2004,0.543245535888
"ATG","mar",2005,0.472196896335
"ATG","mar",2006,0.472196896335
"ATG","mar",2007,0.472196896335
"ATG","mar",2008,0.472196896335
"ATG","mmw",1991,0
"ATG","mmw",1994,0
"ATG","mmw",1998,0
"ATG","mmw",2008,0
"ATG","tour",1988,21800
"ATG","tour",1989,24600
"ATG","tour",1990,26800
"ATG","tour",1991,28200
"ATG","tour",1992,28600
"ATG","tour",1993,29700
"ATG","tour",1994,23600
"ATG","tour",1995,21500
"ATG","tour",1996,23500
"ATG","tour",1997,24900
"ATG","tour",1998,22500
"ATG","tour",1999,21100
"ATG","tour",2000,20100
"ATG","tour",2001,18600
"ATG","tour",2002,18700
"ATG","tour",2003,18000
"ATG","tour",2004,19000
"ATG","tour",2005,17700
"ATG","tour",2006,17400
"ATG","tour",2007,17400
"ATG","tour",2008,19300
"ATG","tour",2009,19800
"ATG","tour",2010,17600
"ATG","tour",2011,17100
"ATG","tour",2012,16300
"ATG","tour",2013,16100
"AUS","aq",2005,3511.6
"AUS","aq",2006,3577.8
"AUS","aq",2007,3153.6
"AUS","aq",2008,3968.8
"AUS","aq",2009,4392
"AUS","aq",2010,3424
"AUS","aq",2011,4042
"AUS","aq",2012,3474.4
"AUS","cf",1970,13720.686
"AUS","cf",1971,14253.82
"AUS","cf",1972,15252.853
"AUS","cf",1973,16420.369
"AUS","cf",1974,16520.035
"AUS","cf",1975,15574.79
"AUS","cf",1976,14575.757
"AUS","cf",1977,15066.177
"AUS","cf",1978,15981.364
"AUS","cf",1979,16669.534
"AUS","cf",1980,11469.5
"AUS","cf",1981,11706.8
"AUS","cf",1982,10441.2
"AUS","cf",1983,9808.4
"AUS","cf",1984,9650.2
"AUS","cf",1985,9571.1
"AUS","cf",1986,9017.4
"AUS","cf",1987,9017.4
"AUS","cf",1988,13763.4
"AUS","cf",1989,13842.5
"AUS","cf",1990,11627.7
"AUS","cf",1991,12497.8
"AUS","cf",1992,10994.9
"AUS","cf",1993,12814.2
"AUS","cf",1994,11390.4
"AUS","cf",1995,12497.8
"AUS","cf",1996,7514.5
"AUS","cf",1997,7277.2
"AUS","cf",1998,7556.423
"AUS","cf",1999,7556.423
"AUS","cf",2002,6053.523
"AUS","cf",2004,10081.295
"AUS","cf",2005,8032.6
"AUS","cf",2006,7103.4
"AUS","cf",2007,5754.8
"AUS","cf",2008,8483.6
"AUS","cf",2009,3757
"AUS","cf",2010,6800
"AUS","cf",2011,6437.8
"AUS","cf",2012,6191.2
"AUS","mar",1970,0
"AUS","mar",1971,0
"AUS","mar",1976,0
"AUS","mar",1977,0
"AUS","mar",1978,0
"AUS","mar",1979,0
"AUS","mar",1980,0
"AUS","mar",1981,0
"AUS","mar",1982,0
"AUS","mar",1983,0
"AUS","mar",1984,0
"AUS","mar",1996,0
"AUS","mar",1997,0
"AUS","mar",1998,0
"AUS","mar",1999,0
"AUS","mar",2002,5429.5070121
"AUS","mar",2004,8112.4887042
"AUS","tour",1988,1128500
"AUS","tour",1989,1015800
"AUS","tour",1990,1062300
"AUS","tour",1991,1091200
"AUS","tour",1992,1075900
"AUS","tour",1993,1058400
"AUS","tour",1994,1171300
"AUS","tour",1995,1228600
"AUS","tour",1996,1275400
"AUS","tour",1997,1284800
"AUS","tour",1998,1304100
"AUS","tour",1999,1346600
"AUS","tour",2000,1509500
"AUS","tour",2001,1491100
"AUS","tour",2002,1504100
"AUS","tour",2003,1475500
"AUS","tour",2004,1421800
"AUS","tour",2005,1652900
"AUS","tour",2006,1420900
"AUS","tour",2007,1448500
"AUS","tour",2008,1381000
"AUS","tour",2009,1409800
"AUS","tour",2010,1430800
"AUS","tour",2011,1416800
"AUS","tour",2012,1400600
"AUS","tour",2013,1449300
"Azores","mmw",1991,0
"Azores","mmw",1994,1
"Azores","mmw",1998,11
"Azores","mmw",2008,46
"BEL","aq",2005,71.5
"BEL","aq",2006,71.5
"BEL","aq",2007,71.5
"BEL","aq",2008,71.5
"BEL","aq",2009,71.5
"BEL","aq",2010,71.5
"BEL","aq",2011,71.5
"BEL","aq",2012,0
"BEL","cf",1970,1999.648
"BEL","cf",1971,2001.23
"BEL","cf",1972,1871.506
"BEL","cf",1973,1781.332
"BEL","cf",1974,1733.872
"BEL","cf",1975,1695.904
"BEL","cf",1976,1605.73
"BEL","cf",1977,1453.858
"BEL","cf",1978,1445.948
"BEL","cf",1979,1422.218
"BEL","cf",1980,1414.308
"BEL","cf",1981,1414.308
"BEL","cf",1982,1368.43
"BEL","cf",1983,1406.398
"BEL","cf",1984,1403.234
"BEL","cf",1985,1384.25
"BEL","cf",1986,1417.472
"BEL","cf",1987,1430.128
"BEL","cf",1988,1420.636
"BEL","cf",1989,1436.456
"BEL","cf",1990,1336.79
"BEL","cf",1991,1294.076
"BEL","cf",1992,1205.484
"BEL","cf",1993,1139.04
"BEL","cf",1994,1031.464
"BEL","cf",1995,987.168
"BEL","cf",1996,949.2
"BEL","cf",1997,915.978
"BEL","cf",1998,892.248
"BEL","cf",1999,1128.2033
"BEL","cf",2000,1091.8173
"BEL","cf",2001,1123.22
"BEL","cf",2002,1139.04
"BEL","cf",2003,1028.3
"BEL","cf",2004,938.126
"BEL","cf",2005,614.35
"BEL","cf",2006,331.55
"BEL","cf",2007,336.35
"BEL","cf",2008,337.9
"BEL","cf",2009,329.85
"BEL","cf",2010,328.85
"BEL","cf",2011,319.4
"BEL","cf",2012,334.25
"BEL","tour",1988,223200
"BEL","tour",1989,246600
"BEL","tour",1990,216000
"BEL","tour",1991,233300
"BEL","tour",1992,258200
"BEL","tour",1993,261300
"BEL","tour",1994,254200
"BEL","tour",1995,248100
"BEL","tour",1996,252200
"BEL","tour",1997,240900
"BEL","tour",1998,264000
"BEL","tour",1999,289400
"BEL","tour",2000,381800
"BEL","tour",2001,340000
"BEL","tour",2002,292900
"BEL","tour",2003,285100
"BEL","tour",2004,297600
"BEL","tour",2005,300700
"BEL","tour",2006,274600
"BEL","tour",2007,270100
"BEL","tour",2008,255500
"BEL","tour",2009,270800
"BEL","tour",2010,270900
"BEL","tour",2011,264400
"BEL","tour",2012,274300
"BEL","tour",2013,273700
"BEN","aq",2005,0
"BEN","aq",2006,0
"BEN","aq",2007,0
"BEN","aq",2008,0
"BEN","aq",2009,594
"BEN","aq",2010,679
"BEN","aq",2011,679
"BEN","aq",2012,679
"BEN","cf",1970,117700.8
"BEN","cf",1976,88054.12
"BEN","cf",1977,88212.32
"BEN","cf",1978,88212.32
"BEN","cf",1979,87959.2
"BEN","cf",1980,87959.2
"BEN","cf",1987,66766.728
"BEN","cf",1988,66766.728
"BEN","cf",1989,72495.15
"BEN","cf",1990,76744.402
"BEN","cf",1991,79433.802
"BEN","cf",1992,84179.802
"BEN","cf",1993,84686.042
"BEN","cf",1994,84872.718
"BEN","cf",1995,80704.148
"BEN","cf",1996,83885.55
"BEN","cf",1997,87290.014
"BEN","cf",1998,97444.872
"BEN","cf",1999,97756.526
"BEN","cf",2000,97756.526
"BEN","cf",2001,98631.372
"BEN","cf",2002,98629.79
"BEN","cf",2003,98629.79
"BEN","cf",2004,98629.79
"BEN","cf",2005,4345
"BEN","cf",2006,4345
"BEN","cf",2007,4345
"BEN","cf",2008,4345
"BEN","cf",2009,5080
"BEN","cf",2010,5080
"BEN","cf",2011,5080
"BEN","cf",2012,5080
"BEN","mmw",1991,0
"BEN","mmw",1994,0
"BEN","mmw",1998,0
"BEN","mmw",2008,0
"BEN","tour",1988,39000
"BEN","tour",1989,34600
"BEN","tour",1990,34800
"BEN","tour",1991,22100
"BEN","tour",1992,28000
"BEN","tour",1993,29400
"BEN","tour",1994,49900
"BEN","tour",1995,56500
"BEN","tour",1996,60800
"BEN","tour",1997,53400
"BEN","tour",1998,50600
"BEN","tour",1999,61500
"BEN","tour",2000,64700
"BEN","tour",2001,73100
"BEN","tour",2002,76100
"BEN","tour",2003,79800
"BEN","tour",2004,85300
"BEN","tour",2005,84300
"BEN","tour",2006,95500
"BEN","tour",2007,119400
"BEN","tour",2008,117800
"BEN","tour",2009,94900
"BEN","tour",2010,97700
"BEN","tour",2011,104100
"BEN","tour",2012,105400
"BEN","tour",2013,109000
"BGD","aq",2005,1956500
"BGD","aq",2006,2075960
"BGD","aq",2007,2075960
"BGD","aq",2008,2075960
"BGD","aq",2009,2075960
"BGD","aq",2010,2075960
"BGD","aq",2011,2075960
"BGD","aq",2012,2075960
"BGD","cf",1970,722183
"BGD","cf",1971,767544.0815
"BGD","cf",1972,806645.1099
"BGD","cf",1973,828727.1405
"BGD","cf",1974,832744.5504
"BGD","cf",1975,953215.7488
"BGD","cf",1976,1001749.1358
"BGD","cf",1977,1111752.082
"BGD","cf",1978,1145103.5687
"BGD","cf",1979,1177166.9119
"BGD","cf",1980,1204234.1409
"BGD","cf",1981,1231931.7969
"BGD","cf",1982,1268879.8815
"BGD","cf",1983,1294167.5187
"BGD","cf",1984,1302302.4
"BGD","cf",1985,1317410.5
"BGD","cf",1986,1327693.5
"BGD","cf",1987,1329868.75
"BGD","cf",1988,1329868.75
"BGD","cf",1989,1329868.75
"BGD","cf",1990,1329868.75
"BGD","cf",1991,1329868.75
"BGD","cf",1992,1329868.75
"BGD","cf",1993,1329868.75
"BGD","cf",1994,1454038.2689
"BGD","cf",1995,1454038.2689
"BGD","cf",1996,1454038.2689
"BGD","cf",1997,1454038.2689
"BGD","cf",1998,1454038.2689
"BGD","cf",1999,1454038.2689
"BGD","cf",2000,1454038.2689
"BGD","cf",2001,1454038.2689
"BGD","cf",2002,1454038.2689
"BGD","cf",2003,1454038.2689
"BGD","cf",2004,1454038.2689
"BGD","cf",2005,42483.55
"BGD","cf",2006,42483.55
"BGD","cf",2007,42483.55
"BGD","cf",2008,42483.55
"BGD","cf",2009,42483.55
"BGD","cf",2010,221537.35
"BGD","cf",2011,221537.35
"BGD","cf",2012,221537.35
"BGD","mmw",1991,0
"BGD","mmw",1994,0
"BGD","mmw",1998,0
"BGD","mmw",2008,0
"BGD","tour",1988,1127000
"BGD","tour",1989,1255900
"BGD","tour",1990,1345800
"BGD","tour",1991,1371700
"BGD","tour",1992,1387300
"BGD","tour",1993,1443300
"BGD","tour",1994,1614500
"BGD","tour",1995,1650400
"BGD","tour",1996,1520800
"BGD","tour",1997,1680700
"BGD","tour",1998,1933900
"BGD","tour",1999,1890900
"BGD","tour",2000,1957800
"BGD","tour",2001,2012800
"BGD","tour",2002,2245700
"BGD","tour",2003,2395300
"BGD","tour",2004,2572900
"BGD","tour",2005,2827300
"BGD","tour",2006,2908800
"BGD","tour",2007,2959400
"BGD","tour",2008,2971800
"BGD","tour",2009,2697600
"BGD","tour",2010,2657100
"BGD","tour",2011,2640900
"BGD","tour",2012,2695100
"BGD","tour",2013,2846400
"BGR","aq",2005,0
"BGR","aq",2006,0
"BGR","aq",2007,0
"BGR","aq",2008,0
"BGR","aq",2009,0
"BGR","aq",2010,435.8
"BGR","aq",2011,475.6
"BGR","aq",2012,0
"BGR","cf",2005,0
"BGR","cf",2006,0
"BGR","cf",2007,0
"BGR","cf",2008,0
"BGR","cf",2009,0
"BGR","cf",2010,3400
"BGR","cf",2011,3400
"BGR","cf",2012,0
"BGR","tour",1988,243200
"BGR","tour",1989,243800
"BGR","tour",1990,379600
"BGR","tour",1991,551200
"BGR","tour",1992,396700
"BGR","tour",1993,320200
"BGR","tour",1994,306700
"BGR","tour",1995,251200
"BGR","tour",1996,351100
"BGR","tour",1997,307000
"BGR","tour",1998,406500
"BGR","tour",1999,385800
"BGR","tour",2000,415500
"BGR","tour",2001,483500
"BGR","tour",2002,476100
"BGR","tour",2003,645500
"BGR","tour",2004,702500
"BGR","tour",2005,689100
"BGR","tour",2006,679600
"BGR","tour",2007,489300
"BGR","tour",2008,473800
"BGR","tour",2009,439500
"BGR","tour",2010,401200
"BGR","tour",2011,373200
"BGR","tour",2012,355600
"BGR","tour",2013,355900
"BHR","aq",2005,37.2
"BHR","aq",2006,40.4
"BHR","aq",2007,44.4
"BHR","aq",2008,44.4
"BHR","aq",2009,44.4
"BHR","aq",2010,44.4
"BHR","aq",2011,44.4
"BHR","aq",2012,44.4
"BHR","cf",1970,2768.5
"BHR","cf",1971,2070.838
"BHR","cf",1977,5141.5
"BHR","cf",1978,4525.2319
"BHR","cf",1979,4525.2319
"BHR","cf",1980,4525.2319
"BHR","cf",1981,4525.2319
"BHR","cf",1982,4525.2319
"BHR","cf",1983,4600.8515
"BHR","cf",1984,4600.8515
"BHR","cf",1988,5207.8649
"BHR","cf",1989,5207.8649
"BHR","cf",1990,5207.8649
"BHR","cf",1993,6954.7093
"BHR","cf",1994,6954.7093
"BHR","cf",1995,6954.7093
"BHR","cf",1996,6954.7093
"BHR","cf",1997,6954.7093
"BHR","cf",1998,8737.7024
"BHR","cf",1999,8737.7024
"BHR","cf",2000,8737.7024
"BHR","cf",2001,8737.7024
